Default,LoanAmount,Accounts,AnnualIncome,LastCreditPullYear,RevolvingBalance,LastPaymentAmount,RecentInquiries
0,14400.0,13,71000.0,2017,7985.0,2642.54,1
1,28000.0,22,78000.0,2016,21741.0,708.89,0
0,6400.0,24,85000.0,2016,34092.0,196.24,0
0,35000.0,32,110000.0,2018,83160.0,12435.19,1
0,12000.0,68,120000.0,2018,18916.0,92.23,2
0,6725.0,21,70000.0,2017,9260.0,215.81,4
0,11325.0,22,28454.0,2017,2538.0,1067.61,1
1,20000.0,33,53040.0,2018,20517.0,612.89,0
0,35000.0,27,91034.0,2019,5497.0,886.11,0
0,10000.0,21,80000.0,2019,6682.0,325.47,2
0,10000.0,27,60000.0,2017,12879.0,7780.24,2
0,10000.0,16,95000.0,2016,10538.0,2776.05,0
0,10000.0,20,50000.0,2016,2907.0,2642.98,3
0,15500.0,27,31200.0,2017,18366.0,3567.93,0
1,5600.0,15,41000.0,2019,7324.0,185.98,0
0,20000.0,33,68000.0,2019,22667.0,451.9,1
0,28800.0,27,65000.0,2019,13026.0,8293.73,1
1,4250.0,33,40000.0,2018,3109.0,149.93,1
0,5000.0,18,52000.0,2016,8727.0,4136.69,0
0,15000.0,35,72000.0,2019,26449.0,500.73,0
1,10000.0,16,60000.0,2016,10252.0,270.48,3
0,8600.0,16,26000.0,2019,2673.0,2679.25,0
0,15000.0,10,35000.0,2019,11667.0,745.42,1
0,10000.0,23,42019.0,2019,9326.0,336.11,1
0,21050.0,25,51330.0,2019,42772.0,481.18,0
0,12000.0,51,90000.0,2017,33920.0,11685.07,1
1,10000.0,23,33000.0,2017,7477.0,244.73,0
0,11000.0,12,110000.0,2016,9382.0,2345.55,0
0,18000.0,27,80000.0,2019,36219.0,16770.0,0
0,3000.0,12,74000.0,2018,7540.0,2318.99,0
1,8600.0,11,32500.0,2018,2290.0,310.31,2
0,10000.0,18,100161.0,2019,10381.0,225.95,0
0,14000.0,20,62000.0,2016,17362.0,7164.13,0
1,11200.0,21,70000.0,2018,8324.0,256.85,0
0,12000.0,21,75000.0,2019,5696.0,810.19,0
0,17600.0,22,40000.0,2018,16808.0,568.48,0
0,10600.0,26,60000.0,2017,9485.0,363.72,0
0,14000.0,8,40000.0,2018,4198.0,4937.09,1
0,15000.0,45,110000.0,2017,11122.0,10807.15,2
0,35000.0,21,108000.0,2018,46594.0,1088.44,0
0,19975.0,25,95000.0,2015,32724.0,8898.85,1
0,15000.0,15,64054.0,2017,40755.0,10007.49,0
0,25750.0,16,56000.0,2019,13979.0,18893.25,1
0,9775.0,33,77000.0,2018,9639.0,6126.94,3
0,3000.0,14,32000.0,2018,5626.0,102.55,0
1,13150.0,23,54000.0,2016,16583.0,457.85,0
0,5000.0,24,30000.0,2019,4147.0,171.66,0
0,20000.0,5,100000.0,2019,15782.0,89.96,0
0,8000.0,20,54000.0,2019,10014.0,258.34,0
0,3600.0,9,66791.0,2017,3839.0,771.34,1
0,15000.0,16,95000.0,2019,7089.0,2847.49,0
0,24575.0,44,77246.0,2019,57844.0,23527.65,2
1,25000.0,27,100000.0,2019,13715.0,846.57,0
0,34900.0,55,300000.0,2019,74690.0,2317.52,1
0,24000.0,22,110000.0,2014,9582.0,22522.21,0
0,17500.0,22,303000.0,2019,18619.0,62.31,1
0,9600.0,21,65000.0,2017,17682.0,314.09,2
1,32400.0,18,350000.0,2016,18310.0,801.4,1
1,15000.0,8,36000.0,2017,15184.0,382.95,0
0,11850.0,12,27000.0,2015,12443.0,6476.56,0
1,35000.0,53,130000.0,2019,38985.0,500.0,3
0,28000.0,11,121000.0,2019,22548.0,87.91,0
0,13000.0,56,40000.0,2018,15162.0,10188.28,0
0,8500.0,26,56000.0,2018,3445.0,108.22,0
1,24325.0,33,54281.0,2017,12927.0,596.52,0
0,16950.0,23,40000.0,2017,15517.0,5.91,0
0,35000.0,30,150000.0,2018,11207.0,19559.11,0
0,3000.0,29,54000.0,2017,2970.0,109.01,2
0,8000.0,67,40000.0,2018,7485.0,326.72,1
0,3000.0,20,33000.0,2019,7083.0,322.18,0
0,11500.0,12,48000.0,2016,7749.0,9540.0,1
0,16000.0,23,60000.0,2018,32144.0,514.07,0
0,27575.0,42,60000.0,2019,27479.0,26705.98,0
0,28000.0,9,99000.0,2017,3521.0,22874.21,0
0,16750.0,27,40000.0,2019,3689.0,556.25,1
0,10000.0,9,31000.0,2019,4768.0,678.9,0
0,17950.0,23,45000.0,2019,10002.0,491.98,1
0,17975.0,10,85000.0,2018,7915.0,15147.49,1
0,32000.0,22,95000.0,2019,32668.0,787.57,2
0,23000.0,26,90000.0,2018,28530.0,747.36,0
0,3300.0,21,19584.0,2017,4126.0,269.43,2
0,25325.0,23,70000.0,2019,43204.0,23815.82,0
0,5000.0,15,54000.0,2016,3404.0,3986.0,0
1,15000.0,30,140000.0,2019,33394.0,481.97,0
0,18500.0,38,89000.0,2019,12403.0,7227.47,0
0,3200.0,32,45000.0,2019,3100.0,2925.11,1
0,11975.0,19,42000.0,2019,13906.0,7273.31,0
0,15000.0,30,75000.0,2019,4603.0,537.32,0
1,21350.0,13,49000.0,2017,27537.0,533.71,0
0,14000.0,8,65000.0,2016,7501.0,464.65,2
0,6000.0,39,90156.0,2019,24420.0,203.1,2
0,5400.0,4,40000.0,2019,5740.0,181.55,2
0,12000.0,35,58000.0,2019,12808.0,246.58,1
0,15450.0,15,41000.0,2016,12124.0,496.31,0
1,18000.0,19,53000.0,2015,5797.0,512.62,0
0,25000.0,35,100000.0,2018,21073.0,842.16,4
0,11975.0,33,98000.0,2014,1099.0,7629.65,0
0,9600.0,25,40000.0,2019,4885.0,7030.23,0
0,13000.0,14,37000.0,2017,5838.0,9367.14,0
0,11000.0,22,52000.0,2016,7954.0,5894.19,0
0,10000.0,16,54000.0,2019,8721.0,252.68,1
0,2600.0,18,11000.0,2016,7887.0,14.47,1
0,30000.0,30,79000.0,2017,28769.0,23306.59,1
0,12400.0,30,59000.0,2019,16166.0,7340.9,0
0,35000.0,28,129000.0,2019,26063.0,6482.06,2
0,16800.0,12,70000.0,2018,17460.0,17143.68,0
0,21000.0,15,147680.0,2019,1937.0,12792.78,1
0,22000.0,24,90400.0,2019,9751.0,8978.76,1
1,19000.0,19,65000.0,2016,11647.0,614.42,0
1,16950.0,10,38000.0,2016,20946.0,150.0,1
0,20000.0,34,128000.0,2015,24247.0,14980.5,0
1,18225.0,33,90000.0,2017,31225.0,611.36,1
0,18000.0,27,40000.0,2018,20687.0,118.17,0
0,16000.0,57,69000.0,2019,16085.0,379.67,0
0,15950.0,14,65000.0,2019,14723.0,5991.7,0
0,7500.0,16,40000.0,2019,5510.0,1613.78,0
0,8000.0,10,25000.0,2019,7340.0,3202.89,0
0,10000.0,32,48000.0,2018,66499.0,8534.0,0
1,25000.0,20,69000.0,2017,25887.0,824.76,1
0,9000.0,14,26000.0,2017,7128.0,4850.14,0
0,5950.0,7,28000.0,2017,2316.0,2124.13,0
0,14875.0,13,62000.0,2019,12958.0,336.1,0
0,18000.0,29,47100.0,2019,25979.0,551.22,2
0,7200.0,15,75000.0,2018,10182.0,243.42,0
0,7200.0,32,57162.0,2018,17899.0,2649.09,1
0,15000.0,53,60000.0,2017,7153.0,11850.21,1
0,6500.0,36,130000.0,2017,13174.0,458.26,1
0,1950.0,12,28000.0,2019,14237.0,66.26,0
0,6000.0,12,77000.0,2017,8961.0,4.01,2
0,7700.0,30,60000.0,2019,5713.0,5303.31,0
0,18000.0,38,49000.0,2019,13297.0,9065.26,0
0,2800.0,34,60000.0,2017,3727.0,91.45,1
0,7000.0,11,23000.0,2019,5163.0,5737.31,1
0,16000.0,31,79264.0,2018,18119.0,8096.39,0
1,16425.0,19,55000.0,2019,41643.0,428.9,2
0,12000.0,22,54000.0,2019,11558.0,4663.99,0
0,14400.0,26,68000.0,2017,34567.0,3241.85,0
0,6000.0,9,37000.0,2016,13271.0,213.99,0
0,18000.0,15,62000.0,2019,21701.0,434.01,0
0,13200.0,37,110000.0,2018,15543.0,8298.24,1
0,16000.0,28,40000.0,2018,11669.0,12249.11,2
0,12800.0,21,95000.0,2018,6249.0,433.17,1
0,17000.0,28,60000.0,2018,15919.0,1058.53,0
0,11200.0,20,37000.0,2019,7185.0,3714.65,0
1,3600.0,9,22000.0,2016,13703.0,127.44,0
1,15050.0,38,42000.0,2016,28883.0,566.94,0
0,10000.0,19,100000.0,2019,23356.0,318.75,1
0,8000.0,6,145000.0,2019,4345.0,5990.23,1
0,4200.0,29,50000.0,2019,31326.0,2618.21,2
0,9500.0,17,36500.0,2014,8859.0,7722.28,1
1,8450.0,22,40000.0,2018,7277.0,322.67,2
0,1600.0,23,45000.0,2015,1864.0,1613.23,0
1,24000.0,24,74000.0,2019,5550.0,586.7,0
0,33000.0,26,150000.0,2017,68815.0,7798.06,0
0,10000.0,17,36000.0,2019,10314.0,3957.8,1
0,24000.0,36,86000.0,2019,24087.0,13565.36,1
0,5900.0,18,110000.0,2019,1034.0,0.86,0
0,32750.0,36,70000.0,2019,24485.0,182.99,0
0,14000.0,24,60000.0,2019,12459.0,462.66,0
0,5000.0,36,240000.0,2016,23141.0,2168.32,1
0,24000.0,23,63000.0,2019,16962.0,8135.42,0
0,8000.0,25,72800.0,2018,12772.0,7373.37,0
0,35000.0,36,180000.0,2015,38232.0,23841.62,1
0,25000.0,29,110000.0,2014,10498.0,2758.92,1
0,15125.0,20,125000.0,2018,6334.0,15339.14,4
0,10000.0,18,96000.0,2018,188750.0,7131.57,0
0,14000.0,47,100000.0,2019,18291.0,8101.68,1
0,18000.0,52,75000.0,2019,16175.0,15330.39,0
0,30000.0,31,124000.0,2019,26771.0,13412.04,1
0,9175.0,18,70000.0,2019,5274.0,348.73,3
0,8000.0,27,60000.0,2017,7633.0,270.57,0
0,12600.0,34,87000.0,2017,1787.0,383.39,0
0,22750.0,14,52000.0,2017,10081.0,4755.96,0
0,2625.0,16,25000.0,2019,2955.0,795.78,1
0,12800.0,29,68000.0,2019,26249.0,407.65,1
0,28000.0,19,300000.0,2016,82826.0,26863.74,1
0,21000.0,77,110000.0,2019,24015.0,11243.35,2
1,20000.0,18,95000.0,2016,10943.0,686.57,2
0,3000.0,30,47862.0,2019,6696.0,106.19,0
0,13000.0,24,75000.0,2014,13814.0,518.75,1
0,25000.0,24,80000.0,2017,10953.0,21834.91,2
1,27000.0,34,60000.0,2016,84324.0,957.13,4
1,10000.0,24,58000.0,2016,4115.0,342.56,1
0,7200.0,14,53690.0,2017,3610.0,2987.33,1
1,5825.0,13,21000.0,2017,8688.0,215.65,1
0,6300.0,21,42000.0,2019,4908.0,1.67,1
1,35000.0,22,146000.0,2017,24913.0,1079.4,1
0,8000.0,30,65000.0,2018,4671.0,744.6,0
0,16000.0,43,92000.0,2018,9267.0,12059.1,0
1,7000.0,48,61000.0,2016,3906.0,107.0,1
0,35000.0,32,300000.0,2018,31408.0,17404.7,1
0,11950.0,50,150000.0,2019,28483.0,0.61,0
1,5000.0,15,50000.0,2017,5929.0,167.01,3
0,9600.0,17,135000.0,2016,9379.0,6943.6,0
0,18000.0,20,85000.0,2019,19097.0,18183.65,1
0,5400.0,20,25334.0,2019,2407.0,4298.91,1
0,8000.0,30,72000.0,2018,6015.0,6262.99,1
0,15000.0,19,45500.0,2018,11943.0,55.86,1
0,9000.0,27,43000.0,2019,8323.0,4212.2,1
0,6000.0,31,126000.0,2014,39866.0,5666.07,1
0,9000.0,12,52500.0,2019,8897.0,4029.66,1
0,19725.0,32,45000.0,2019,16893.0,692.08,0
0,32000.0,11,168000.0,2017,35751.0,1070.05,1
0,34500.0,37,130000.0,2018,34653.0,13214.25,0
0,19375.0,24,48500.0,2019,13479.0,13281.04,1
0,10000.0,40,145000.0,2019,32849.0,1008.91,2
0,10000.0,42,63079.0,2019,4277.0,329.91,2
0,25000.0,24,75000.0,2019,18181.0,21943.26,0
0,14000.0,31,113749.0,2019,37032.0,12520.94,1
1,21600.0,8,45000.0,2016,4519.0,824.81,0
0,11325.0,22,40000.0,2018,5773.0,6791.83,0
0,14000.0,30,44424.0,2019,8138.0,350.0,0
0,10000.0,15,62000.0,2017,7734.0,2181.8,0
1,18000.0,12,90000.0,2018,30388.0,403.05,0
0,8200.0,40,50000.0,2019,3027.0,1319.1,3
1,6125.0,9,20000.0,2018,448.0,214.16,0
0,11000.0,14,33000.0,2019,9560.0,6682.73,1
0,10000.0,20,45000.0,2018,2871.0,8347.55,1
0,7125.0,5,68000.0,2019,1194.0,259.36,0
0,13800.0,26,71000.0,2016,40542.0,8956.87,0
0,5000.0,11,57000.0,2017,7099.0,347.27,0
1,5875.0,5,89689.0,2018,647.0,475.94,1
0,2500.0,12,40000.0,2015,6055.0,782.59,1
0,9000.0,31,40000.0,2018,3503.0,1119.57,0
1,7000.0,40,35100.0,2018,20929.0,227.49,2
0,17000.0,26,46000.0,2018,10857.0,4839.36,1
0,20000.0,31,223478.0,2019,31760.0,1267.1,0
0,35000.0,35,83000.0,2019,28304.0,29125.13,1
1,23000.0,25,50000.0,2018,22884.0,542.84,1
0,12000.0,19,93000.0,2019,7183.0,1582.39,0
0,15000.0,28,71000.0,2018,20645.0,7856.14,0
0,15000.0,33,95000.0,2018,22096.0,6160.92,2
0,22250.0,26,225000.0,2019,27596.0,5986.39,0
0,15225.0,17,102000.0,2019,9726.0,3.18,1
0,5000.0,14,20000.0,2019,3581.0,3135.23,0
0,12000.0,35,58510.4,2019,10616.0,4122.27,1
1,11500.0,9,32000.0,2019,12155.0,305.97,1
0,15000.0,21,60320.0,2016,7510.0,529.3,1
0,16000.0,24,55000.0,2018,17758.0,15099.97,0
0,22000.0,46,95000.0,2019,30685.0,192.36,0
0,5875.0,14,75000.0,2019,10838.0,1572.77,1
0,11100.0,33,33000.0,2014,21979.0,6114.36,1
0,24000.0,33,72000.0,2019,23815.0,6909.48,1
0,12000.0,17,69245.0,2019,53602.0,431.01,3
0,20000.0,29,90000.0,2017,31409.0,2206.3,0
0,15000.0,29,92000.0,2016,23886.0,1154.67,1
0,28925.0,23,66000.0,2019,23051.0,729.02,2
0,7850.0,36,28000.0,2016,5157.0,2928.62,1
0,9950.0,41,80000.0,2019,7609.0,7402.78,0
0,9600.0,22,55000.0,2018,17749.0,6215.72,0
1,13650.0,35,38000.0,2017,12674.0,469.78,0
0,11950.0,27,80000.0,2019,8751.0,248.39,0
0,3775.0,17,37000.0,2019,18386.0,138.94,2
0,35000.0,7,100000.0,2017,18459.0,4875.94,0
0,10000.0,12,57300.0,2014,7139.0,9886.37,0
0,15000.0,12,80000.0,2018,9394.0,7761.13,0
1,15000.0,13,82000.0,2018,5222.0,361.67,0
0,16000.0,19,70000.0,2017,9483.0,8523.45,0
1,7750.0,15,25000.0,2019,8177.0,279.29,1
0,20775.0,24,52000.0,2019,24764.0,550.3,0
0,8400.0,37,151000.0,2019,10264.0,2851.94,0
0,14350.0,11,30000.0,2019,1117.0,517.76,2
1,18000.0,38,100000.0,2018,34705.0,418.74,1
0,7500.0,13,175000.0,2019,13080.0,4864.73,0
0,17600.0,42,90000.0,2019,17230.0,6042.28,2
0,8000.0,12,30000.0,2017,9023.0,265.52,1
1,19125.0,12,58000.0,2018,5010.0,50.0,0
0,22750.0,34,89000.0,2018,24872.0,518.1,0
1,15000.0,11,56000.0,2017,15203.0,501.74,0
0,10625.0,11,32000.0,2017,5717.0,784.51,0
1,11750.0,26,35000.0,2016,11121.0,393.03,0
0,20000.0,19,68000.0,2019,8132.0,7.15,0
1,7000.0,39,54000.0,2016,1477.0,250.06,0
1,20000.0,40,80000.0,2018,30555.0,654.68,0
0,5600.0,45,36067.0,2019,9587.0,3724.62,1
0,6000.0,25,160000.0,2019,15020.0,1755.86,2
0,35000.0,24,147203.68,2017,32164.0,8134.91,0
0,6000.0,11,35000.0,2018,9661.0,195.03,1
1,19950.0,46,130000.0,2018,15618.0,654.68,1
0,35000.0,37,350000.0,2018,36802.0,10863.35,0
0,17500.0,21,111689.0,2019,18857.0,537.08,2
0,23975.0,41,95000.0,2017,13930.0,12222.48,0
1,18000.0,29,100000.0,2016,14430.0,636.73,0
1,4000.0,21,24956.0,2019,7504.0,128.12,3
0,6000.0,18,46500.0,2017,1328.0,2427.99,0
0,12000.0,35,50000.0,2018,4913.0,9756.84,4
1,23675.0,16,53000.0,2018,22401.0,579.39,0
0,6075.0,10,15277.44,2019,3906.0,207.73,2
1,19750.0,35,43000.0,2017,25777.0,510.59,1
1,35000.0,39,157100.0,2018,7280.0,1204.57,1
1,10950.0,29,42000.0,2016,26741.0,386.06,2
1,22000.0,32,85000.0,2017,22113.0,526.97,0
0,10000.0,33,72000.0,2018,10301.0,2.75,0
0,19125.0,46,47899.0,2019,14369.0,14549.25,1
0,5000.0,32,20000.0,2019,3941.0,0.87,0
0,10950.0,27,82000.0,2019,11878.0,3667.36,0
0,11100.0,19,70000.0,2018,21389.0,363.23,0
0,2500.0,10,45000.0,2019,1827.0,769.55,0
0,10000.0,32,25000.0,2017,9059.0,9196.59,0
0,6900.0,17,51000.0,2019,1838.0,3931.53,1
0,12800.0,32,83750.0,2018,15789.0,7185.63,0
1,12000.0,17,45000.0,2016,11016.0,345.78,3
0,22000.0,17,48800.0,2019,7576.0,515.45,0
0,17975.0,41,120000.0,2019,22072.0,1674.98,0
0,18000.0,22,65000.0,2019,18214.0,553.61,0
0,21975.0,49,55000.0,2019,27036.0,552.9,0
0,13925.0,24,57000.0,2019,7243.0,3199.47,4
0,21000.0,15,72000.0,2019,7432.0,842.36,1
0,35000.0,19,134800.0,2018,12166.0,2413.66,0
0,16000.0,14,70000.0,2019,7875.0,1386.12,1
0,17950.0,20,65000.0,2016,11429.0,580.51,0
1,20000.0,40,120000.0,2016,16183.0,614.08,0
0,14850.0,24,55000.0,2018,25617.0,481.58,0
1,14400.0,37,60000.0,2019,22150.0,506.2,0
1,18000.0,19,110000.0,2016,3933.0,611.1,1
0,28000.0,32,135000.0,2019,30992.0,8822.72,1
0,16000.0,18,75000.0,2018,5940.0,7.32,1
0,16050.0,12,45000.0,2019,28366.0,492.54,0
0,10000.0,13,70000.0,2019,12159.0,9595.55,1
0,16000.0,39,171000.0,2017,23464.0,491.2,0
0,20000.0,16,95000.0,2019,13081.0,9211.75,0
0,18000.0,16,45000.0,2019,17864.0,452.89,0
0,24000.0,11,140000.0,2019,32545.0,3622.45,0
0,7950.0,22,80000.0,2017,11485.0,265.52,1
0,7200.0,12,32000.0,2019,1904.0,727.19,0
0,10000.0,17,56520.0,2016,5924.0,304.17,0
0,15000.0,11,51000.0,2019,19092.0,538.55,0
0,13500.0,24,103000.0,2019,13373.0,10891.05,1
0,35000.0,53,104000.0,2018,63169.0,21562.85,1
0,3000.0,11,41000.0,2019,421.0,1762.9,1
0,14000.0,24,125000.0,2019,23477.0,9.31,0
0,14400.0,24,155000.0,2018,28204.0,1700.06,0
1,9600.0,10,53000.0,2016,7706.0,321.11,0
0,11700.0,12,62000.0,2017,3810.0,2033.74,0
0,8125.0,14,70000.0,2019,5129.0,4947.7,2
0,3500.0,22,56500.0,2019,4227.0,2598.23,0
1,10000.0,16,91000.0,2016,6242.0,312.91,0
1,10400.0,44,50000.0,2018,5212.0,214.23,0
0,13375.0,4,74000.0,2016,7290.0,493.69,0
0,20000.0,21,62000.0,2019,19366.0,3317.3,0
0,12000.0,29,225000.0,2018,14755.0,206.95,1
0,7000.0,31,55000.0,2017,3677.0,2090.99,0
0,24000.0,24,60000.0,2016,37045.0,13982.68,0
0,18150.0,19,43400.0,2019,19365.0,408.25,0
0,10000.0,10,45000.0,2019,9562.0,1655.07,1
0,25000.0,46,60000.0,2018,19042.0,1503.14,3
0,16000.0,23,88000.0,2018,7334.0,5968.34,2
0,14000.0,33,76248.0,2019,13706.0,4394.93,0
0,12000.0,32,61600.0,2016,14352.0,432.23,1
0,17050.0,17,40000.0,2015,15258.0,9070.85,1
0,24000.0,30,170000.0,2019,112362.0,805.26,1
0,35000.0,28,95000.0,2019,38482.0,8727.22,0
0,15000.0,21,90600.0,2015,30534.0,11380.79,0
0,2400.0,28,63000.0,2015,20912.0,2417.59,0
0,35000.0,30,150000.0,2014,39728.0,7703.92,1
0,13000.0,37,62000.0,2017,45956.0,790.82,0
0,28000.0,56,112000.0,2019,21430.0,618.19,1
0,8400.0,15,27000.0,2014,17382.0,5267.51,0
1,8950.0,30,150000.0,2016,109357.0,289.02,0
0,12000.0,17,51540.0,2019,9522.0,5344.5,1
0,6500.0,5,71000.0,2018,1383.0,1140.97,1
0,15000.0,18,55000.0,2019,13391.0,13500.08,1
1,35000.0,45,115000.0,2017,10260.0,860.28,0
0,14000.0,29,40000.0,2019,7834.0,12550.36,1
0,13650.0,26,51400.0,2018,24997.0,9567.26,0
1,6000.0,32,55000.0,2018,12306.0,187.17,0
0,10000.0,43,35000.0,2019,8665.0,2223.59,1
1,16500.0,35,40000.0,2017,17031.0,397.84,1
0,24925.0,20,87500.0,2016,21715.0,758.43,0
0,10000.0,24,74000.0,2019,11269.0,2303.73,0
0,10000.0,27,30000.0,2017,3707.0,3458.98,3
0,2500.0,7,40000.0,2014,3316.0,2518.45,0
0,25000.0,31,160000.0,2019,33111.0,594.62,0
0,5000.0,11,22710.0,2019,10842.0,174.56,0
1,20950.0,54,73000.0,2017,18641.0,493.99,0
0,12000.0,28,65000.0,2019,8152.0,285.42,1
0,16800.0,45,91000.0,2019,44054.0,525.53,0
0,9775.0,9,51000.0,2017,5787.0,1734.36,0
0,35000.0,27,125000.0,2019,34290.0,820.03,1
0,19875.0,13,80000.0,2017,10699.0,8834.62,0
0,2000.0,22,55000.0,2018,3055.0,1371.1,3
0,21275.0,15,63000.0,2018,17565.0,9429.62,0
0,4000.0,9,20000.0,2019,6616.0,144.27,2
0,12000.0,16,70000.0,2017,8261.0,7881.98,1
0,9600.0,25,80000.0,2017,28456.0,309.71,1
0,28000.0,36,100000.0,2018,21199.0,5435.9,0
0,9000.0,17,70000.0,2018,13824.0,2781.1,1
0,7000.0,13,22000.0,2019,10304.0,6525.38,1
0,9925.0,26,35000.0,2019,5233.0,8048.71,4
0,15000.0,35,145000.0,2015,8558.0,4558.09,1
0,20725.0,20,47250.0,2019,36736.0,602.25,0
1,15600.0,42,70000.0,2017,12716.0,365.5,0
0,9000.0,13,42300.0,2019,9699.0,312.37,0
0,31300.0,34,70000.0,2018,39212.0,25020.34,1
0,24575.0,46,55630.0,2019,15260.0,408.76,3
0,17000.0,46,37480.0,2018,5917.0,239.96,0
0,25000.0,13,83280.0,2018,15807.0,15500.77,0
0,16750.0,21,49000.0,2018,27933.0,12441.5,2
0,7000.0,9,100000.0,2017,6855.0,2910.83,0
0,10000.0,12,24640.0,2017,7454.0,330.53,0
0,7800.0,12,32000.0,2014,7816.0,6173.59,0
0,15000.0,6,55000.0,2019,3128.0,366.36,0
0,8000.0,32,52000.0,2018,15520.0,264.26,2
0,8000.0,23,61100.0,2019,7653.0,2398.32,4
0,15000.0,35,131000.0,2019,6388.0,460.35,2
0,9600.0,44,80000.0,2018,23026.0,1602.72,2
0,3300.0,10,11250.0,2013,2134.0,3339.6,1
0,15900.0,18,38000.0,2017,9190.0,555.5,0
0,32000.0,26,190000.0,2018,27688.0,8959.16,3
0,10000.0,5,60000.0,2017,5703.0,343.0,0
0,16000.0,25,80000.0,2016,10570.0,83.14,0
0,12650.0,26,50000.0,2017,1804.0,5701.85,0
0,6050.0,24,48000.0,2019,2674.0,209.49,0
0,11000.0,16,62000.0,2019,2738.0,7626.79,1
0,2000.0,19,71000.0,2019,16839.0,64.82,0
1,11400.0,13,32500.0,2018,11331.0,355.61,0
0,6000.0,37,55000.0,2018,14667.0,191.01,1
0,12000.0,16,71600.0,2019,9442.0,6603.24,0
0,30000.0,23,120000.0,2019,9292.0,930.43,0
1,13750.0,18,40000.0,2018,11619.0,360.63,0
0,16200.0,34,180000.0,2019,13807.0,16447.61,1
0,5775.0,9,19000.0,2017,6279.0,212.75,0
1,8750.0,34,51000.0,2016,13477.0,294.78,0
0,35000.0,38,150000.0,2019,8409.0,886.11,1
0,6000.0,33,80000.0,2017,40307.0,2774.56,2
0,11000.0,44,90000.0,2018,9921.0,11084.06,2
0,3750.0,17,26520.0,2017,5654.0,3508.45,1
0,21000.0,44,200000.0,2019,63100.0,643.28,1
1,12000.0,15,30000.0,2019,11193.0,269.92,1
0,10800.0,45,27036.0,2019,13758.0,372.24,2
0,20000.0,8,125000.0,2018,21784.0,18312.29,0
0,13400.0,32,84000.0,2019,34267.0,3677.85,1
0,18000.0,17,96000.0,2019,16539.0,1.68,0
1,20000.0,32,60000.0,2018,6871.0,570.6,0
1,3500.0,18,33000.0,2019,4081.0,122.38,1
0,35000.0,17,148000.0,2019,2954.0,11387.81,0
0,20000.0,42,100000.0,2017,60315.0,12839.64,1
0,20000.0,28,88000.0,2018,30279.0,18886.01,2
1,19850.0,30,67000.0,2018,13263.0,668.98,3
0,9000.0,26,65000.0,2019,10440.0,4491.35,3
0,12000.0,29,55000.0,2018,8281.0,10666.52,3
0,7200.0,14,35000.0,2018,16111.0,243.76,0
0,15000.0,16,80000.0,2018,12220.0,8037.71,3
0,10000.0,34,40000.0,2014,5069.0,10063.5,0
0,8000.0,17,48000.0,2019,10032.0,262.04,2
1,4100.0,13,49000.0,2017,10557.0,146.47,1
1,13000.0,35,58500.0,2017,19152.0,431.73,0
0,4800.0,24,65000.0,2017,11769.0,1686.68,0
1,12000.0,55,130000.0,2016,13844.0,378.2,2
1,16000.0,35,130000.0,2017,19654.0,1633.56,0
0,7000.0,17,72000.0,2019,13568.0,251.26,3
0,13475.0,9,59000.0,2018,11428.0,486.1,0
0,8000.0,6,34000.0,2018,2678.0,4472.78,0
0,22400.0,24,225000.0,2018,30701.0,12903.22,1
0,10000.0,5,100000.0,2018,10556.0,308.22,0
0,16000.0,23,44500.0,2019,21178.0,584.03,0
0,15750.0,22,63000.0,2016,26313.0,12105.23,0
0,16000.0,18,100000.0,2018,8401.0,34.4,0
0,14000.0,21,55000.0,2016,14800.0,6271.55,2
0,5000.0,10,30250.0,2018,2267.0,162.72,0
0,3100.0,24,100540.0,2019,65647.0,660.86,0
0,23850.0,22,120000.0,2014,33992.0,17810.15,0
0,27975.0,36,350000.0,2016,55655.0,9233.54,0
0,24000.0,34,66000.0,2016,28260.0,14228.84,1
0,6000.0,62,62400.0,2014,6567.0,5507.94,1
0,8000.0,39,40000.0,2019,5977.0,28.7,0
1,1000.0,14,42000.0,2016,1311.0,31.65,0
0,25000.0,16,85000.0,2016,9648.0,22129.98,0
0,35000.0,24,140000.0,2016,7232.0,34346.54,1
0,10500.0,38,48000.0,2019,15163.0,9375.65,0
0,15000.0,9,80000.0,2015,1201.0,7117.56,0
0,28000.0,44,208000.0,2019,47973.0,717.68,0
0,5400.0,29,70000.0,2018,3482.0,4261.21,0
1,10400.0,13,45000.0,2017,5312.0,243.67,0
1,35000.0,34,180000.0,2016,50385.0,886.11,1
1,20000.0,63,68650.0,2019,22227.0,732.32,1
0,24000.0,22,56000.0,2019,22189.0,554.22,0
0,2000.0,13,60000.0,2019,12226.0,522.63,0
0,35000.0,33,87000.0,2019,14202.0,9301.59,0
0,12000.0,29,85000.0,2019,15107.0,396.69,2
0,21000.0,20,129000.0,2016,28303.0,21121.98,0
1,19200.0,27,53000.0,2018,13678.0,490.07,2
0,4800.0,14,65000.0,2015,3615.0,1074.94,0
0,4900.0,18,102000.0,2018,17508.0,3932.52,0
0,10500.0,30,60000.0,2016,10520.0,326.96,0
1,14000.0,23,52000.0,2019,16163.0,458.28,0
0,5200.0,13,25000.0,2017,4738.0,1176.35,1
0,9975.0,21,30600.0,2017,15987.0,1890.18,0
0,10000.0,30,48000.0,2019,5824.0,7492.03,0
