"ReferenceId","PolicyholderNumber","FirstPartyVehicleNumber","ThirdPartyVehicleNumber","PolicyholderOccupation","LossDate","FirstPolicySubscriptionDate","ClaimCause","ClaimInvolvedCovers","DamageImportance","FirstPartyVehicleType","ConnectionBetweenParties","LossPostCode","PolicyHolderPostCode","PolicyWasSubscribedOnInternet","NumberOfPoliciesOfPolicyholderInAllScope","FpVehicleAgeMonths","EasinessToStage","ClaimWihoutIdentifiedThirdParty","ClaimAmount","LossHour","PolicyHolderAge","NumberOfBodilyInjuries","FirstPartyLiability","Fraud"
9519,261586,324049,NA,"Employee","2019-10-23","2018-07-21","WindscreenDamage","Windscreen","","Car","","22250","22250",0,3,267,0.5,1,493.81,0,54,0,0,0
9520,497004,632541,NA,"Employee","2019-10-27","2019-04-11","","","","Car","","4220","4220",1,2,114,0.25,1,0,0,24,0,0,0
9521,451395,625282,NA,"HeadOfCompany","2019-10-07","2019-03-12","WindscreenDamage","Windscreen","","Car","","69009","69009",0,2,6,0.5,1,928.2,0,38,0,0,0
9522,250179,301282,NA,"Employee","2019-10-29","2019-08-08","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","3700","3500",0,1,112,0.25,0,637.06,13,23,0,0,0
9523,635682,845200,NA,"Employee","2019-10-05","2018-09-04","WindscreenDamage","Windscreen","","Car","","16000","16000",0,1,207,0.5,1,481.32,0,24,0,0,0
9524,734647,992413,NA,"Employee","2019-10-26","2019-09-09","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","75001","33560",1,1,1,0.25,0,1482,20,26,0,1,0
9525,92627,77167,NA,"Employee","2019-10-27","2018-12-29","Vandalism","ActLiability Burglary","","Car","","16100","16100",0,3,59,0.5,1,0,4,48,0,0,0
9526,608585,809979,NA,"Executive","2019-10-02","2017-10-03","WindscreenDamage","Windscreen","","Car","","","1600",0,1,166,0.5,1,119.98,0,53,0,0,0
9527,147261,271018,NA,"CivilServant","2019-10-23","2017-06-24","WindscreenDamage","Windscreen","","Car","","","29300",0,3,27,0.5,1,119.98,0,40,0,0,0
9528,175573,366532,NA,"Retired","2019-09-03","2017-06-10","WindscreenDamage","Windscreen","","Car","","","24210",0,4,281,0.5,1,687.92,0,60,0,0,0
9529,193659,206465,NA,"Unemployed","2019-10-15","2019-06-25","WindscreenDamage","Windscreen","","Car","","","35000",0,1,156,0.5,1,823.76,0,30,0,0,0
9530,519068,702529,NA,"Employee","2019-10-02","2018-05-31","WindscreenDamage","Windscreen","","Car","","57190","34000",0,1,16,0.5,1,94.5,0,47,0,0,0
9531,405267,576353,NA,"Retired","2019-07-09","2019-02-04","WindscreenDamage","Windscreen","","Car","","","42330",0,1,165,0.5,1,414.8,0,66,0,0,0
9532,523020,707246,NA,"CivilServant","2019-10-24","2019-06-22","WindscreenDamage","Windscreen","","Car","","","64800",0,1,52,0.5,1,109.82,0,61,0,0,0
9533,447714,620975,NA,"Retired","2019-10-17","2018-03-23","WindscreenDamage","Windscreen","","Caravan","","","56480",0,1,134,0.5,1,421.57,0,67,0,0,0
9534,559853,853659,NA,"Retired","2019-10-28","2017-08-09","Fire","ActLiability Fire","","Car","","63111","38390",1,3,108,0.5,1,30358.79,22,61,0,0,1
9535,260413,321122,NA,"Retired","2019-10-25","2017-07-06","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","29000","29970",0,1,28,0.25,1,191.47,10,66,0,0,0
9536,643642,854773,NA,"Employee","2019-10-21","2017-10-18","WindscreenDamage","Windscreen","","Car","","44110","53290",1,1,113,0.5,1,857.8,0,58,0,0,0
9537,166001,166381,NA,"Employee","2019-10-30","2019-05-16","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","56600","56520",0,3,102,0.25,0,869.26,10,45,0,0,0
9538,581335,776434,NA,"CivilServant","2019-10-12","2017-07-25","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","94600","94600",0,1,198,0.25,0,1482,3,39,0,1,0
9539,663671,883317,NA,"Retired","2019-10-23","2019-01-01","LossOfControl","MaterialDamages ActLiability","","Car","","7200","7200",0,1,224,0.5,1,0,14,63,0,1,0
9540,368808,991073,NA,"Employee","2019-09-07","2017-11-09","AccidentWithIdentifiedThirdParty","ActLiability ThirdParty","","Car","","54510","54510",0,6,51,0.25,0,4913.58,21,31,0,1,0
9541,48252,34420,NA,"Employee","2019-10-29","2017-10-13","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","22400","22980",0,6,66,0.25,0,508.8,18,25,0,0,0
9542,585348,781844,NA,"Retired","2019-09-15","2018-07-29","WindscreenDamage","Windscreen","","Car","","47500","47500",0,2,149,0.5,1,898.45,15,72,0,0,0
9543,553239,743187,NA,"Retired","2019-10-23","2018-07-26","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","57350","57350",0,1,75,0.25,0,340.78,17,65,0,0,0
9544,59393,214360,NA,"CivilServant","2019-10-26","2018-08-08","WindscreenDamage","Windscreen","","Car","","29270","29270",0,5,52,0.5,1,0,0,29,0,0,0
9545,736955,997144,NA,"Employee","2019-10-26","2019-10-20","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","SameAddress","42190","42300",0,1,217,0.25,0,2250,22,25,0,0,1
9546,51898,37431,NA,"Employee","2019-10-29","2017-12-06","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","33800","33370",0,3,62,0.25,0,2888.23,12,28,0,0,0
9547,520434,704205,NA,"Retired","2019-10-27","2019-06-11","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","66420","66420",0,2,92,0.25,0,1117.96,10,58,0,0,0
9548,458052,631936,NA,"Employee","2019-10-29","2019-04-27","TheftAttempt","ActLiability Theft","","Car","","69300","69300",1,1,153,0.5,1,0,NA,36,0,0,0
9549,370131,542045,NA,"Employee","2019-10-24","2019-01-17","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","74150","38090",0,2,65,0.25,0,924.54,11,27,0,0.5,0
9550,485813,997710,1019128,"Employee","2019-09-29","2017-11-21","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","44400","44300",0,4,216,0.25,0,950,22,46,0,0,0
9551,523092,707327,NA,"HeadOfCompany","2019-10-30","2019-05-29","CollisionWithPedestrian","MaterialDamages ActLiability ThirdParty","","Car","","38240","38400",0,2,5,0,1,9237.79,8,61,1,0,0
9552,489967,668568,NA,"","2019-10-30","2019-04-13","WindscreenDamage","Windscreen","","Car","","94600","94600",1,2,162,0.5,1,159.61,0,30,0,0,0
9553,52332,41213,NA,"Employee","2019-10-01","2019-01-04","LegalProtection","ActLiability","","Car","","16160","16160",0,2,40,0.25,1,0,20,43,0,0,0
9554,480166,656451,NA,"Employee","2019-10-27","2017-05-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","1200","1200",0,1,171,0.25,0,1482,11,54,0,1,0
9555,549085,737606,NA,"Employee","2019-09-28","2017-07-01","WindscreenDamage","Windscreen","","Car","","27930","27930",0,1,29,0.5,1,436.52,0,49,0,0,0
9556,337798,511821,NA,"Employee","2019-10-30","2018-01-11","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty","TotalLoss","Car","","30100","30720",1,2,67,0.25,0,9650.8,18,46,0,1,0
9557,378788,816905,NA,"Worker","2019-10-22","2018-02-20","Flood","ActLiability NaturalCatastrophes","TotalLoss","Car","","66440","66380",0,3,190,0.25,1,3400,8,33,0,0,0
9558,637936,848465,NA,"Employee","2019-10-29","2018-10-29","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","67380","67380",0,1,226,0.25,0,1000,12,46,0,0,0
9559,634117,877577,NA,"Employee","2019-10-29","2017-09-18","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","1340","1340",0,3,112,0.25,1,1070.81,4,41,0,0,0
9560,416369,587642,NA,"Employee","2019-07-08","2019-03-01","WindscreenDamage","Windscreen","","Car","","93130","93130",1,1,4,0.5,1,66.36,10,29,0,0,0
9561,565344,756233,NA,"Employee","2019-10-25","2018-07-20","WindscreenDamage","Windscreen","","Car","","31400","31400",1,1,15,0.5,1,645.59,0,49,0,0,0
9562,88413,114773,NA,"Executive","2019-10-31","2019-02-11","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","56250","56250",0,4,92,0.25,0,3308.98,10,38,0,1,0
9563,686014,913485,NA,"Retired","2019-10-25","2017-11-08","LossOfControl","MaterialDamages ActLiability","","Car","","44600","44600",0,1,23,0.5,1,2295.23,20,69,0,1,0
9564,366404,618115,NA,"Employee","2019-10-22","2018-01-26","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","68390","68270",0,9,28,0.25,0,249.41,18,47,0,0,0
9565,192018,203858,NA,"CivilServant","2019-10-30","2018-08-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","29820","29820",0,2,157,0,0,2030.08,18,50,1,0,0
9566,487260,665470,NA,"Retired","2019-10-29","2019-05-01","LossOfControl","MaterialDamages ActLiability","","Car","","72000","72470",0,1,91,0.5,1,712.91,0,72,0,1,0
9567,366435,569237,NA,"CivilServant","2019-10-10","2017-03-23","WindscreenDamage","Windscreen","","Car","","14340","14340",0,2,194,0.5,1,664.9,0,51,0,0,0
9568,581770,NA,NA,"Employee","2019-10-31","2017-07-28","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","59720","59720",0,2,213,0.25,0,2005.2,12,38,0,0,0
9569,484188,661662,NA,"Employee","2019-10-30","2018-04-21","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","85000","85000",0,1,153,0.25,0,890.87,18,23,0,0,0
9570,615003,818438,NA,"Merchant","2019-10-29","2019-09-01","Vandalism","ActLiability Burglary","","Car","","26230","26230",0,1,49,0.5,1,0,0,49,0,0,0
9571,497011,NA,NA,"Executive","2019-10-31","2019-06-01","LossOfControl","MaterialDamages ActLiability","","Car","","59000","59000",1,2,93,0.5,1,1755.87,0,28,0,1,0
9572,614144,817424,1019878,"Employee","2019-10-30","2019-08-23","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","33850","33140",0,1,89,0.25,0,8500,12,54,0,0,0
9573,482241,659177,NA,"Employee","2019-10-27","2017-05-11","AccidentWithUnidentifiedThirdParty","ActLiability","","Car","","83400","83210",0,1,215,0.25,1,0,12,33,0,0,0
9574,589510,786943,NA,"Retired","2019-10-23","2019-08-25","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty ReplacementVehicle","","Car","","63350","63350",0,1,48,0.25,0,10275.54,16,64,0,0.5,0
9575,373303,545154,NA,"Retired","2019-10-11","2019-01-29","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ThirdParty","","Caravan","","22350","22350",0,1,160,0.25,0,1881.82,11,86,0,1,0
9576,517764,700796,NA,"Employee","2019-10-25","2018-05-25","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","35000","35850",0,1,59,0.25,0,1765.74,17,49,0,0,0
9577,54212,39466,NA,"Employee","2019-11-01","2017-01-13","TheftOfExteriorElements","ActLiability Burglary Theft","","Car","","33290","33290",0,2,33,0.5,1,357.12,8,30,0,0,0
9578,325136,478867,NA,"Executive","2019-11-01","2017-12-12","Vandalism","ActLiability Burglary","","Car","","63200","63200",0,1,157,0.5,1,0,8,42,0,0,0
9579,324429,476476,NA,"Student","2019-10-28","2018-08-29","WindscreenDamage","Windscreen","","Car","","29160","29160",0,2,13,0.5,1,685.39,0,19,0,0,0
9580,529566,713906,NA,"Employee","2019-11-02","2018-06-01","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","60112","60850",1,1,122,0.25,0,1482,10,29,0,1,0
9581,132179,122336,NA,"Employee","2019-11-01","2019-03-29","WindscreenDamage","Windscreen","","Car","","29000","29000",0,1,156,0.5,1,171.01,12,22,0,0,0
9582,332624,502469,NA,"Employee","2019-10-18","2018-12-23","MultiVehicleCrash","ThirdParty","","Car","","29200","29200",0,2,149,0.15,0,932.84,8,19,0,1,0
9583,745465,NA,NA,"Retired","2019-10-24","2019-10-21","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","69400","1480",0,1,196,0.25,0,1482,13,60,0,1,0
9584,733304,11665,NA,"Student","2019-11-02","2017-07-18","WindscreenDamage","Windscreen","","Car","","22100","22690",0,3,182,0.5,1,266.88,14,23,0,0,0
9585,523622,707938,NA,"","2019-11-01","2019-06-30","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","94140","94140",1,1,133,0.25,0,1482,14,39,0,1,0
9586,413916,585042,NA,"Employee","2019-11-01","2018-03-07","WindscreenDamage","ActLiability","","Car","","34500","34500",1,1,139,0.5,1,0,12,22,0,0,0
9587,320598,465590,354189,"CivilServant","2019-11-02","2017-11-29","MultiVehicleCrash","MaterialDamages ActLiability","TotalLoss","Car","","29200","29200",0,1,112,0.15,0,6462,18,27,0,1,0
9588,43712,30195,NA,"Retired","2019-10-30","2019-02-07","LossOfControl","MaterialDamages ActLiability","","Car","","7590","85560",0,6,219,0.5,1,454.91,14,65,0,1,0
9589,190127,200623,NA,"Worker","2019-11-01","2017-05-26","WindscreenDamage","Windscreen ActLiability","","Car","","56100","56100",0,3,143,0.5,1,2621.3,0,29,0,0,0
9590,146178,181355,NA,"CivilServant","2019-11-03","2017-06-02","Storm","ActLiability NaturalCatastrophes","","Car","","63190","63190",0,4,6,0.25,1,3032.6,12,36,0,0,0
9591,664354,884327,NA,"Employee","2019-11-03","2018-10-12","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","12000","12210",0,1,147,0.25,0,8000,15,45,0,0,0
9592,670167,891277,NA,"Employee","2019-11-02","2018-11-14","Vandalism","ActLiability","","Car","","91460","66440",1,1,228,0.5,1,0,5,23,0,0,0
9593,560691,751264,NA,"Employee","2019-11-02","2017-07-27","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","7290","7290",1,1,31,0.5,1,13678,12,30,0,1,0
9594,740988,1005256,NA,"Employee","2019-11-01","2019-10-02","TheftAttempt","Theft","","Car","","69007","69007",1,1,80,0.5,1,0,1,57,0,0,0
9595,132149,122304,NA,"CivilServant","2019-11-03","2019-04-22","LossOfControl","MaterialDamages ActLiability","","Car","","44000","29860",0,2,88,0.5,1,369.27,23,34,0,1,0
9596,616509,819595,NA,"Employee","2019-10-28","2019-10-10","WindscreenDamage","Windscreen","","Car","","88000","88000",1,1,95,0.5,1,459.41,0,32,0,0,0
9597,131730,121791,NA,"Retired","2019-11-03","2017-11-15","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","44380","56200",0,2,32,0.25,1,2627.16,20,64,0,0,0
9598,198957,443091,NA,"CivilServant","2019-11-03","2017-10-20","Storm","ActLiability NaturalCatastrophes","","Car","","33950","33950",0,4,11,0.25,1,1462.41,1,26,0,0,0
9599,58613,224454,NA,"Employee","2019-11-02","2017-08-01","CollisionWithAnimal","ActLiability","TotalLoss","Car","","3410","3410",0,4,378,0.25,1,500,12,31,0,0,0
9600,797456,855520,NA,"Employee","2019-11-02","2018-10-27","Vandalism","Windscreen ActLiability","","Car","","7340","7340",1,2,110,0.5,1,421.35,8,47,0,0,0
9601,517917,700995,NA,"HeadOfCompany","2019-10-28","2018-05-25","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","13007","13007",0,1,18,0.25,0,6983.58,17,50,0,0,0
9602,797456,855520,NA,"Employee","2019-11-02","2018-10-27","WindscreenDamage","Windscreen","","Car","","7340","7340",1,2,110,0.5,1,0,0,47,0,0,0
9603,280863,365175,NA,"Executive","2019-10-30","2017-09-29","LossOfControl","MaterialDamages ActLiability","","Car","","33170","33160",0,3,19,0.5,1,145.73,18,40,0,1,0
9604,596478,794008,NA,"Executive","2019-11-02","2018-08-17","AccidentWithUnidentifiedThirdParty","MaterialDamages","","Car","","34380","34380",1,2,23,0.25,1,0,10,61,0,0,0
9605,737140,NA,NA,"Unemployed","2019-11-02","2019-10-19","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","","1210",1,1,94,0.25,0,1277.52,10,31,0,0,0
9606,262151,325287,NA,"Retired","2019-11-02","2018-08-14","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","56000","56000",0,6,144,0.25,0,1899,18,70,0,0,0
9607,235495,275673,NA,"Employee","2019-11-01","2018-06-15","LossOfControl","MaterialDamages ActLiability MedicalCare","TotalLoss","Car","","35000","35120",0,5,141,0,1,4233,10,22,1,1,0
9608,376383,547901,NA,"Employee","2019-11-03","2017-02-09","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","8140","8140",1,1,81,0.25,1,0,19,43,0,0,0
9609,297021,195385,NA,"Student","2019-11-02","2017-10-10","WindscreenDamage","Windscreen","","Car","","35780","35780",0,1,160,0.5,1,230,0,23,0,0,0
9610,524023,708385,NA,"CivilServant","2019-11-04","2019-05-31","LossOfControl","ActLiability","","Car","","71300","71300",0,1,5,0.5,1,0,12,54,0,0,0
9611,398572,568619,NA,"Retired","2019-11-03","2017-02-17","LossOfControl","MaterialDamages ActLiability","","Car","","66680","66680",0,2,60,0.5,1,2630.68,12,65,0,1,0
9612,530020,714395,NA,"Executive","2019-11-01","2019-06-21","Vandalism","ActLiability","","Car","","69002","69002",1,1,120,0.5,1,0,15,50,0,0,0
9613,405587,576697,NA,"Retired","2019-10-29","2018-04-01","LossOfControl","MaterialDamages ActLiability","","Car","","34300","34300",0,1,30,0.5,1,1335.75,12,69,0,1,0
9614,588227,785434,NA,"Employee","2019-11-02","2019-07-19","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","74200","74200",0,1,98,0.25,0,0,17,33,0,0,0
9615,495255,673862,NA,"Worker","2019-11-04","2017-11-27","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","33000","33140",1,3,136,0.25,0,3200,16,22,0,0,0
9616,737241,1012852,NA,"Employee","2019-10-30","2019-10-01","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","2100","2240",0,2,0,0.25,1,82.8,8,58,0,0,0
9617,453347,627427,NA,"Employee","2019-11-04","2017-11-15","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","71300","71300",0,4,63,0.25,0,2325.11,15,45,0,0,0
9618,741027,1005301,NA,"Employee","2019-11-05","2019-10-05","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","TotalLoss","Car","","33400","33400",1,1,69,0.25,1,9985.2,12,55,0,0,0
9619,449752,971601,NA,"Employee","2019-11-04","2017-12-28","LossOfControl","MaterialDamages ActLiability","","Car","","16100","16100",0,2,22,0.5,1,1148.29,12,64,0,1,0
9620,331917,500484,NA,"Executive","2019-11-03","2017-12-26","LossOfControl","MaterialDamages ActLiability","TotalLoss","Car","","56190","62250",0,6,59,0.5,1,8251,18,28,0,1,0
9621,583823,779767,NA,"Worker","2019-10-31","2018-08-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","82100","82100",0,1,94,0.25,0,1999.48,11,64,0,0,0
9622,281089,365796,NA,"Retired","2019-11-04","2018-09-17","","","","Car","","33350","33350",0,3,76,0.25,1,0,0,63,0,0,0
9623,278644,360493,NA,"Employee","2019-11-05","2018-12-18","AccidentOrCollision","MaterialDamages ActLiability","","Car","","22200","22200",0,3,106,0.25,1,2081.44,10,25,0,1,0
9624,520147,703866,NA,"Employee","2019-10-21","2019-05-06","WindscreenDamage","Windscreen","","Car","","55200","55190",0,1,151,0.5,1,537.66,15,24,0,0,0
9625,526379,710406,NA,"Worker","2019-11-05","2019-06-22","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability ReplacementVehicle","","Car","","87220","87510",1,1,157,0.25,0,2451.88,12,23,0,0.5,0
9626,376273,547792,NA,"Employee","2019-11-01","2017-03-01","Vandalism","ActLiability Burglary","","Car","","80136","80136",1,1,106,0.5,1,12,20,30,0,0,0
9627,738917,1001130,NA,"Employee","2019-11-04","2019-09-25","LossOfControl","MaterialDamages ActLiability","","Car","","13800","13800",1,1,52,0.5,1,2843.18,21,26,0,1,0
9628,88413,114773,NA,"Executive","2019-10-03","2019-02-11","WindscreenDamage","Windscreen","","Car","","56250","56250",0,4,91,0.5,1,916.48,12,38,0,0,0
9629,99316,84237,NA,"Retired","2019-11-05","2018-03-07","LossOfControl","MaterialDamages ActLiability","","Car","","29120","29120",0,9,37,0.5,1,1528.83,14,68,0,1,0
9630,336530,510551,NA,"Employee","2019-11-05","2019-01-24","WindscreenDamage","Windscreen","","Car","","6270","6270",1,3,37,0.5,1,1425.1,0,35,0,0,0
9631,614907,818338,NA,"Employee","2019-11-04","2019-08-31","WindscreenDamage","Windscreen","","Caravan","","12800","12160",0,1,139,0.5,1,256.75,0,52,0,0,0
9632,165211,165234,NA,"CivilServant","2019-10-30","2018-04-06","WindscreenDamage","Windscreen","","Car","","35230","35230",0,2,195,0.5,1,1061.98,0,58,0,0,0
9633,498458,677367,NA,"Executive","2019-11-04","2019-07-02","WindscreenDamage","Windscreen","","Car","","93200","93200",1,1,128,0.5,1,139.04,0,28,0,0,0
9634,402498,573173,NA,"CivilServant","2019-10-25","2017-11-24","AccidentWithIdentifiedThirdParty","ActLiability","TotalLoss","Car","","84120","84120",0,4,217,0.25,0,1250,19,45,0,0,0
9635,564245,714410,NA,"Employee","2019-10-22","2019-08-05","WindscreenDamage","Windscreen","","Car","","","77181",1,1,120,0.5,1,444.44,0,61,0,0,0
9636,638951,849914,NA,"Employee","2019-10-25","2018-10-01","WindscreenDamage","Windscreen","","Car","","","35750",0,1,115,0.5,1,820.79,0,39,0,0,0
9637,138973,130697,NA,"Employee","2019-03-09","2019-03-08","WindscreenDamage","Windscreen","","Car","","","16730",0,4,128,0.5,1,765.93,0,24,0,0,0
9638,613361,816489,NA,"Employee","2019-09-30","2019-08-20","WindscreenDamage","Windscreen","","Car","","","14790",0,3,184,0.5,1,897.47,0,41,0,0,0
9639,324076,475411,NA,"Worker","2019-10-25","2018-05-25","WindscreenDamage","Windscreen","","Car","","","24310",0,2,141,0.5,1,1169.01,0,52,0,0,0
9640,633634,842130,NA,"Executive","2019-10-24","2017-09-17","WindscreenDamage","Windscreen","","Car","","","17137",0,1,151,0.5,1,817.97,0,41,0,0,0
9641,1503535,507090,NA,"","2019-10-19","2017-12-19","WindscreenDamage","Windscreen","","PrivateCar","","","33000",0,2,22,0.5,1,0,0,NA,0,0,0
9642,96650,81397,NA,"CivilServant","2019-04-30","2018-03-29","WindscreenDamage","Windscreen","","Car","","","24400",0,2,71,0.5,1,561.09,0,34,0,0,0
9643,486607,664693,NA,"Retired","2019-10-08","2019-04-04","WindscreenDamage","Windscreen","","Caravan","","","26300",0,1,6,0.5,1,931.1,0,65,0,0,0
9644,399041,569152,NA,"CivilServant","2019-10-19","2017-03-17","WindscreenDamage","Windscreen","","Car","","","57420",0,3,39,0.5,1,176.61,0,39,0,0,0
9645,550043,813111,NA,"HeadOfCompany","2019-09-27","2018-06-10","WindscreenDamage","Windscreen","","Car","","","25870",0,2,52,0.5,1,1181.25,0,30,0,0,0
9646,453230,627307,NA,"Employee","2019-10-26","2019-03-19","WindscreenDamage","Windscreen","","Car","","","62141",0,1,212,0.5,1,409.44,0,51,0,0,0
9647,634553,843539,NA,"Employee","2019-10-28","2017-09-26","WindscreenDamage","Windscreen","","Car","","","33140",0,1,137,0.5,1,956.14,0,34,0,0,0
9648,698195,929736,NA,"Executive","2019-10-21","2017-12-07","WindscreenDamage","Windscreen","","Car","","","14123",1,1,23,0.5,1,320.73,0,54,0,0,0
9649,85384,69201,NA,"CivilServant","2019-10-21","2017-04-03","WindscreenDamage","Windscreen","","Car","","","22590",0,2,112,0.5,1,361.18,0,44,0,0,0
9650,455622,629752,NA,"","2019-11-05","2018-10-13","WindscreenDamage","Windscreen","","Car","","62290","62290",1,3,205,0.5,1,529.76,0,55,0,0,0
9651,664345,923752,NA,"Employee","2019-11-05","2018-10-17","TotalTheft","ActLiability Theft","","Car","","30900","30290",0,4,164,0.5,1,191,0,54,0,0,0
9652,797456,855520,NA,"Employee","2019-11-01","2018-10-27","AccidentWithIdentifiedThirdParty","ActLiability ReplacementVehicle","","Car","","7100","7340",1,2,110,0.25,0,1024.54,15,47,0,0,0
9653,191446,202932,NA,"CivilServant","2019-11-05","2018-06-12","CollisionWithAnimal","MaterialDamages ActLiability","","Car","","35500","35220",0,4,123,0.25,1,2165.23,21,38,0,0,0
9654,450694,624510,NA,"Employee","2019-11-02","2018-06-18","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","70300","70300",0,2,152,0.25,0,1482,15,47,0,1,0
9655,124197,465794,NA,"Worker","2019-11-06","2017-12-19","AccidentWithUnidentifiedThirdParty","MaterialDamages ActLiability","","Car","","29200","29830",0,4,57,0.25,1,353.65,11,39,0,0,0
9656,42148,70416,NA,"Employee","2019-11-06","2017-02-01","WindscreenDamage","Windscreen ActLiability","","Car","","29540","29540",0,5,53,0.5,1,1304.08,0,38,0,0,0
9657,404697,575702,NA,"Employee","2019-10-25","2018-02-28","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","24230","24230",0,2,71,0.25,0,0,20,49,0,0,0
9658,291833,1011138,NA,"Retired","2019-11-05","2018-01-01","LossOfControl","MaterialDamages ActLiability","","Car","","29380","29380",0,5,12,0.5,1,1291.43,9,60,0,1,0
9659,517791,779915,NA,"Employee","2019-11-02","2018-06-02","WindscreenDamage","Windscreen","","Car","","45270","45270",0,4,177,0.5,1,1308,0,57,0,0,0
9660,585748,782376,NA,"Retired","2019-10-30","2019-08-01","WindscreenDamage","Windscreen","","Car","","24800","24800",0,3,27,0.5,1,209.14,12,74,0,0,0
9661,443912,617429,NA,"Worker","2019-11-04","2018-03-05","Vandalism","ActLiability Burglary","","Car","","29900","56700",0,4,66,0.5,1,452.87,10,51,0,0,0
9662,737601,998451,NA,"Employee","2019-11-05","2019-10-13","TotalTheft","ActLiability Theft","","Car","","74890","74890",0,2,127,0.5,1,0,17,25,0,0,0
9663,92891,77424,NA,"CivilServant","2019-11-03","2018-06-02","WindscreenDamage","Windscreen","","Car","","33800","33320",0,6,171,0.5,1,634.92,19,28,0,0,0
9664,164793,164514,462708,"Employee","2019-11-06","2017-04-25","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","22500","22500",0,9,155,0.25,0,1384.61,17,34,0,0,0
9665,550279,739198,1022681,"Employee","2019-09-11","2017-10-15","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","55100","55160",0,2,193,0,0,0,0,36,1,1,0
9666,550279,739198,1022681,"Employee","2019-09-11","2017-10-15","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","55100","55160",0,2,193,0,0,0,0,36,1,0,0
9667,550279,739198,1022681,"Employee","2019-09-11","2017-10-15","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","55100","55160",0,2,193,0,0,0,0,36,1,0,0
9668,197589,212531,NA,"Worker","2019-11-06","2017-03-24","WindscreenDamage","Windscreen","","Car","","33380","33380",0,3,33,0.5,1,713.68,0,33,0,0,0
9669,411372,582659,NA,"Employee","2019-11-06","2019-04-19","AccidentWithIdentifiedThirdParty","ActLiability","","Car","","95500","95500",1,1,112,0.25,0,1827.67,8,37,0,0,0
9670,636638,846589,NA,"Employee","2019-10-07","2018-09-27","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","57970","57100",0,1,24,0.25,0,1134.87,10,59,0,0,0
9671,698247,929775,NA,"Student","2019-11-06","2018-12-01","AccidentWithIdentifiedThirdParty","MaterialDamages ActLiability","","Car","","64310","22950",1,1,100,0.25,0,682.67,15,26,0,0,0
